movie_id,title,tags,kmeans_cluster
1452,Superman Returns,"['superman', 'returns', 'discover', '5year', 'absence', 'allowed', 'lex', 'luthor', 'walk', 'free', 'closest', 'felt', 'abandoned', 'moved', 'luthor', 'plots', 'ultimate', 'revenge', 'could', 'see', 'millions', 'killed', 'change', 'face', 'planet', 'forever', 'well', 'ridding', 'man', 'steel', 'adventure', 'fantasy', 'action', 'sciencefiction', 'savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor', 'brandonrouth', 'kevinspacey', 'katebosworth', 'bryansinger', 'supermanreturns']",3
10764,Quantum of Solace,"['quantum', 'solace', 'continues', 'adventures', 'james', 'bond', 'casino', 'royale', 'betrayed', 'vesper', 'woman', 'loved', '007', 'fights', 'urge', 'make', 'latest', 'mission', 'personal', 'pursuing', 'determination', 'uncover', 'truth', 'bond', 'interrogate', 'mr', 'white', 'reveals', 'organization', 'blackmailed', 'vesper', 'far', 'complex', 'dangerous', 'anyone', 'imagined', 'adventure', 'action', 'thriller', 'crime', 'killing', 'undercover', 'secretagent', 'britishsecretservice', 'danielcraig', 'olgakurylenko', 'mathieuamalric', 'marcforster', 'quantumofsolace']",2
58,Pirates of the Caribbean: Dead Man's Chest,"['captain', 'jack', 'sparrow', 'works', 'way', 'blood', 'debt', 'ghostly', 'davey', 'jones', 'also', 'attempts', 'avoid', 'eternal', 'damnation', 'adventure', 'fantasy', 'action', 'witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'johnnydepp', 'orlandobloom', 'keiraknightley', 'goreverbinski', 'piratesofthecaribbeandeadmanschest']",3
57201,The Lone Ranger,"['texas', 'rangers', 'chase', 'gang', 'outlaws', 'led', 'butch', 'cavendish', 'gang', 'ambushes', 'rangers', 'seemingly', 'killing', 'one', 'survivor', 'found', 'however', 'american', 'indian', 'named', 'tonto', 'nurses', 'back', 'health', 'ranger', 'donning', 'mask', 'riding', 'white', 'stallion', 'named', 'silver', 'teams', 'tonto', 'bring', 'unscrupulous', 'gang', 'others', 'ilk', 'justice', 'action', 'adventure', 'western', 'texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto', 'johnnydepp', 'armiehammer', 'williamfichtner', 'goreverbinski', 'theloneranger']",2
49521,Man of Steel,"['young', 'boy', 'learns', 'extraordinary', 'powers', 'earth', 'young', 'man', 'journeys', 'discover', 'came', 'sent', 'hero', 'must', 'emerge', 'save', 'world', 'annihilation', 'become', 'symbol', 'hope', 'mankind', 'action', 'adventure', 'fantasy', 'sciencefiction', 'savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse', 'henrycavill', 'amyadams', 'michaelshannon', 'zacksnyder', 'manofsteel']",3
2454,The Chronicles of Narnia: Prince Caspian,"['one', 'year', 'incredible', 'adventures', 'lion', 'witch', 'wardrobe', 'peter', 'edmund', 'lucy', 'susan', 'pevensie', 'return', 'narnia', 'aid', 'young', 'prince', 'whose', 'life', 'threatened', 'evil', 'king', 'miraz', 'help', 'colorful', 'cast', 'new', 'characters', 'including', 'trufflehunter', 'badger', 'nikabrik', 'dwarf', 'pevensie', 'clan', 'embarks', 'incredible', 'quest', 'ensure', 'narnia', 'returned', 'rightful', 'heir', 'adventure', 'family', 'fantasy', 'basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld', 'benbarnes', 'williammoseley', 'annapopplewell', 'andrewadamson', 'thechroniclesofnarniaprincecaspian']",3
24428,The Avengers,"['unexpected', 'enemy', 'emerges', 'threatens', 'global', 'safety', 'security', 'nick', 'fury', 'director', 'international', 'peacekeeping', 'agency', 'known', 'shield', 'finds', 'need', 'team', 'pull', 'world', 'back', 'brink', 'disaster', 'spanning', 'globe', 'daring', 'recruitment', 'effort', 'begins', 'sciencefiction', 'action', 'adventure', 'newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', 'robertdowneyjr', 'chrisevans', 'markruffalo', 'josswhedon', 'theavengers']",3
1865,Pirates of the Caribbean: On Stranger Tides,"['captain', 'jack', 'sparrow', 'crosses', 'paths', 'woman', 'past', 'hes', 'sure', 'love', 'shes', 'ruthless', 'con', 'artist', 'whos', 'using', 'find', 'fabled', 'fountain', 'youth', 'forces', 'aboard', 'queen', 'annes', 'revenge', 'ship', 'formidable', 'pirate', 'blackbeard', 'jack', 'finds', 'unexpected', 'adventure', 'doesnt', 'know', 'fear', 'blackbeard', 'woman', 'past', 'adventure', 'action', 'fantasy', 'sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d', 'johnnydepp', 'penlopecruz', 'ianmcshane', 'robmarshall', 'piratesofthecaribbeanonstrangertides']",3
41154,Men in Black 3,"['agents', 'j', 'smith', 'k', 'tommy', 'lee', 'jones', 'backin', 'time', 'j', 'seen', 'inexplicable', 'things', '15', 'years', 'men', 'black', 'nothing', 'even', 'aliens', 'perplexes', 'much', 'wry', 'reticent', 'partner', 'ks', 'life', 'fate', 'planet', 'put', 'stake', 'agent', 'j', 'travel', 'back', 'time', 'put', 'things', 'right', 'j', 'discovers', 'secrets', 'universe', 'k', 'never', 'told', 'secrets', 'reveal', 'teams', 'young', 'agent', 'k', 'josh', 'brolin', 'save', 'partner', 'agency', 'future', 'humankind', 'action', 'comedy', 'sciencefiction', 'timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory', 'willsmith', 'tommyleejones', 'joshbrolin', 'barrysonnenfeld', 'meninblack', '3']",3
122917,The Hobbit: The Battle of the Five Armies,"['immediately', 'events', 'desolation', 'smaug', 'bilbo', 'dwarves', 'try', 'defend', 'erebors', 'mountain', 'treasure', 'others', 'claim', 'men', 'ruined', 'laketown', 'elves', 'mirkwood', 'meanwhile', 'army', 'orcs', 'led', 'azog', 'defiler', 'marching', 'erebor', 'fueled', 'rise', 'dark', 'lord', 'sauron', 'dwarves', 'elves', 'men', 'must', 'unite', 'hope', 'middleearth', 'falls', 'bilbos', 'hands', 'action', 'adventure', 'fantasy', 'corruption', 'elves', 'dwarves', 'orcs', 'middleearthtolkien', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'peterjackson', 'thehobbitthebattleofthefivearmies']",3
1930,The Amazing Spider-Man,"['peter', 'parker', 'outcast', 'high', 'schooler', 'abandoned', 'parents', 'boy', 'leaving', 'raised', 'uncle', 'ben', 'aunt', 'may', 'like', 'teenagers', 'peter', 'trying', 'figure', 'got', 'person', 'today', 'peter', 'discovers', 'mysterious', 'briefcase', 'belonged', 'father', 'begins', 'quest', 'understand', 'parents', 'disappearance', 'leading', 'directly', 'oscorp', 'lab', 'dr', 'curt', 'connors', 'fathers', 'former', 'partner', 'spiderman', 'set', 'collision', 'course', 'connors', 'alter', 'ego', 'lizard', 'peter', 'make', 'lifealtering', 'choices', 'use', 'powers', 'shape', 'destiny', 'become', 'hero', 'action', 'adventure', 'fantasy', 'lossoffather', 'vigilante', 'serum', 'marvelcomic', 'scientificexperiment', 'spiderbite', 'maskedvigilante', 'reboot', 'superpowers', 'geneticengineering', 'socialoutcast', 'duringcreditsstinger', 'andrewgarfield', 'emmastone', 'rhysifans', 'marcwebb', 'theamazingspiderman']",3
20662,Robin Hood,"['soldier', 'robin', 'happens', 'upon', 'dying', 'robert', 'loxley', 'promises', 'return', 'mans', 'sword', 'family', 'nottingham', 'assumes', 'roberts', 'identity', 'romances', 'widow', 'marion', 'draws', 'ire', 'towns', 'sheriff', 'king', 'johns', 'henchman', 'godfrey', 'action', 'adventure', 'robinhood', 'archer', 'knight', 'sherwoodforest', 'bowandarrow', 'middleages', 'medieval', 'kingofengland', 'russellcrowe', 'cateblanchett', 'maxvonsydow', 'ridleyscott', 'robinhood']",3
57158,The Hobbit: The Desolation of Smaug,"['dwarves', 'bilbo', 'gandalf', 'successfully', 'escaped', 'misty', 'mountains', 'bilbo', 'gained', 'one', 'ring', 'continue', 'journey', 'get', 'gold', 'back', 'dragon', 'smaug', 'adventure', 'fantasy', 'elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'peterjackson', 'thehobbitthedesolationofsmaug']",3
2268,The Golden Compass,"['overhearing', 'shocking', 'secret', 'precocious', 'orphan', 'lyra', 'belacqua', 'trades', 'carefree', 'existence', 'roaming', 'halls', 'jordan', 'college', 'otherworldly', 'adventure', 'far', 'north', 'unaware', 'part', 'destiny', 'adventure', 'fantasy', 'england', 'compass', 'experiment', 'lordship', 'uncle', 'polarbear', 'orphan', 'animal', 'basedonyoungadultnovel', 'dakotabluerichards', 'nicolekidman', 'danielcraig', 'chrisweitz', 'thegoldencompass']",3
254,King Kong,"['1933', 'new', 'york', 'overly', 'ambitious', 'movie', 'producer', 'coerces', 'cast', 'hired', 'ship', 'crew', 'travel', 'mysterious', 'skull', 'island', 'encounter', 'kong', 'giant', 'ape', 'immediately', 'smitten', 'leading', 'lady', 'adventure', 'drama', 'action', 'filmbusiness', 'screenplay', 'showbusiness', 'filmmaking', 'filmproducer', 'exoticisland', 'monster', 'indigenous', 'ship', 'dinosaur', 'naomiwatts', 'jackblack', 'adrienbrody', 'peterjackson', 'kingkong']",3
597,Titanic,"['84', 'years', 'later', '101yearold', 'woman', 'named', 'rose', 'dewitt', 'bukater', 'tells', 'story', 'granddaughter', 'lizzy', 'calvert', 'brock', 'lovett', 'lewis', 'bodine', 'bobby', 'buell', 'anatoly', 'mikailavich', 'keldysh', 'life', 'set', 'april', '10th', '1912', 'ship', 'called', 'titanic', 'young', 'rose', 'boards', 'departing', 'ship', 'upperclass', 'passengers', 'mother', 'ruth', 'dewitt', 'bukater', 'fianc', 'caledon', 'hockley', 'meanwhile', 'drifter', 'artist', 'named', 'jack', 'dawson', 'best', 'friend', 'fabrizio', 'de', 'rossi', 'win', 'thirdclass', 'tickets', 'ship', 'game', 'explains', 'whole', 'story', 'departure', 'death', 'titanic', 'first', 'last', 'voyage', 'april', '15th', '1912', '220', 'morning', 'drama', 'romance', 'thriller', 'shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'oceanliner', 'epic', 'richwomanpoorman', 'love', 'disaster', 'tragiclove', 'classdifferences', 'imax', 'starcrossedlovers', 'steerage', 'salvage', 'richsnob', '3d', '1910s', 'katewinslet', 'leonardodicaprio', 'francesfisher', 'jamescameron', 'titanic']",1
271110,Captain America: Civil War,"['following', 'events', 'age', 'ultron', 'collective', 'governments', 'world', 'pass', 'act', 'designed', 'regulate', 'superhuman', 'activity', 'polarizes', 'opinion', 'amongst', 'avengers', 'causing', 'two', 'factions', 'side', 'iron', 'man', 'captain', 'america', 'causes', 'epic', 'battle', 'former', 'allies', 'adventure', 'action', 'sciencefiction', 'civilwar', 'war', 'marvelcomic', 'sequel', 'superhero', 'basedoncomicbook', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', '3d', 'chrisevans', 'robertdowneyjr', 'scarlettjohansson', 'anthonyrusso', 'captainamericacivilwar']",3
44833,Battleship,"['mankind', 'beams', 'radio', 'signal', 'space', 'reply', 'comes', 'planet', 'g', 'form', 'several', 'alien', 'crafts', 'splash', 'waters', 'hawaii', 'lieutenant', 'alex', 'hopper', 'weapons', 'officer', 'assigned', 'uss', 'john', 'paul', 'jones', 'part', 'international', 'naval', 'coalition', 'becomes', 'worlds', 'last', 'hope', 'survival', 'engage', 'hostile', 'alien', 'force', 'unimaginable', 'strength', 'taking', 'invaders', 'hopper', 'must', 'also', 'try', 'live', 'potential', 'brother', 'fiances', 'father', 'admiral', 'shane', 'expect', 'thriller', 'action', 'adventure', 'sciencefiction', 'fight', 'usnavy', 'mindreading', 'hongkong', 'soccer', 'scientist', 'fictionalwar', 'naval', 'armada', 'battleship', 'navalcombat', 'jdsmyoko', 'lostcommunication', 'taser', 'buoy', 'communicationsexpert', 'jointchiefsofstaff', 'crashlanding', 'jetfighterpilot', 'navylieutenant', 'permissiontomarry', 'ussjohnpauljones', 'basedonboardgame', 'aftercreditsstinger', 'mightymo', 'ussmissouri', 'taylorkitsch', 'alexanderskarsgrd', 'rihanna', 'peterberg', 'battleship']",3
135397,Jurassic World,"['twentytwo', 'years', 'events', 'jurassic', 'park', 'isla', 'nublar', 'features', 'fully', 'functioning', 'dinosaur', 'theme', 'park', 'jurassic', 'world', 'originally', 'envisioned', 'john', 'hammond', 'action', 'adventure', 'sciencefiction', 'thriller', 'monster', 'dna', 'tyrannosaurusrex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusementpark', 'animalattack', 'themepark', 'jurassicpark', '3d', 'animalhorror', 'chrispratt', 'brycedallashoward', 'irrfankhan', 'colintrevorrow', 'jurassicworld']",3
37724,Skyfall,"['bonds', 'latest', 'assignment', 'goes', 'gravely', 'wrong', 'agents', 'around', 'world', 'exposed', 'mi6', 'attacked', 'forcing', 'relocate', 'agency', 'events', 'cause', 'authority', 'position', 'challenged', 'gareth', 'mallory', 'new', 'chairman', 'intelligence', 'security', 'committee', 'mi6', 'compromised', 'inside', 'left', 'one', 'ally', 'trust', 'bond', '007', 'takes', 'shadows', 'aided', 'field', 'agent', 'eve', 'following', 'trail', 'mysterious', 'silva', 'whose', 'lethal', 'hidden', 'motives', 'yet', 'reveal', 'action', 'adventure', 'thriller', 'spy', 'secretagent', 'sociopath', 'killer', 'artgallery', 'britishsecretservice', 'istanbulturkey', 'imax', 'uzi', 'boobytrap', 'impersonatingapoliceofficer', 'macao', 'danielcraig', 'judidench', 'javierbardem', 'sammendes', 'skyfall']",2
558,Spider-Man 2,"['peter', 'parker', 'going', 'major', 'identity', 'crisis', 'burned', 'spiderman', 'decides', 'shelve', 'superhero', 'alter', 'ego', 'leaves', 'city', 'suffering', 'wake', 'carnage', 'left', 'evil', 'doc', 'ock', 'meantime', 'parker', 'still', 'cant', 'act', 'feelings', 'mary', 'jane', 'watson', 'girl', 'hes', 'loved', 'since', 'childhood', 'action', 'adventure', 'fantasy', 'dualidentity', 'loveofoneslife', 'pizzaboy', 'marvelcomic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'supervillain', 'tobeymaguire', 'kirstendunst', 'jamesfranco', 'samraimi', 'spiderman', '2']",3
68721,Iron Man 3,"['tony', 'starks', 'world', 'torn', 'apart', 'formidable', 'terrorist', 'called', 'mandarin', 'starts', 'odyssey', 'rebuilding', 'retribution', 'action', 'adventure', 'sciencefiction', 'terrorist', 'waronterror', 'tennessee', 'malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'tonystark', 'ironman', 'aftercreditsstinger', 'marvelcinematicuniverse', 'mandarin', '3d', 'warmachine', 'ironpatriot', 'extremis', 'robertdowneyjr', 'gwynethpaltrow', 'doncheadle', 'shaneblack', 'ironman', '3']",3
12155,Alice in Wonderland,"['alice', 'unpretentious', 'individual', '19yearold', 'betrothed', 'dunce', 'english', 'nobleman', 'engagement', 'party', 'escapes', 'crowd', 'consider', 'whether', 'go', 'marriage', 'falls', 'hole', 'garden', 'spotting', 'unusual', 'rabbit', 'arriving', 'strange', 'surreal', 'place', 'called', 'underland', 'finds', 'world', 'resembles', 'nightmares', 'child', 'filled', 'talking', 'animals', 'villainous', 'queens', 'knights', 'frumious', 'bandersnatches', 'alice', 'realizes', 'reason', 'conquer', 'horrific', 'jabberwocky', 'restore', 'rightful', 'queen', 'throne', 'family', 'fantasy', 'adventure', 'basedonnovel', 'fictionalplace', 'queen', 'fantasy', 'aliceinwonderland', 'fantasyworld', '3d', 'miawasikowska', 'johnnydepp', 'annehathaway', 'timburton', 'aliceinwonderland']",3
36668,X-Men: The Last Stand,"['cure', 'found', 'treat', 'mutations', 'lines', 'drawn', 'amongst', 'xmen', 'brotherhood', 'band', 'powerful', 'mutants', 'organized', 'xaviers', 'former', 'ally', 'magneto', 'adventure', 'action', 'sciencefiction', 'thriller', 'mutant', 'marvelcomic', 'basedoncomicbook', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger', 'hughjackman', 'halleberry', 'ianmckellen', 'brettratner', 'xmenthelaststand']",3
62211,Monsters University,"['look', 'relationship', 'mike', 'sulley', 'days', 'monsters', 'university', 'werent', 'necessarily', 'best', 'friends', 'animation', 'family', 'monster', 'dormitory', 'games', 'animation', 'bestfriend', 'university', 'scary', 'aftercreditsstinger', 'billycrystal', 'johngoodman', 'stevebuscemi', 'danscanlon', 'monstersuniversity']",3
8373,Transformers: Revenge of the Fallen,"['sam', 'witwicky', 'leaves', 'autobots', 'behind', 'normal', 'life', 'mind', 'filled', 'cryptic', 'symbols', 'decepticons', 'target', 'dragged', 'back', 'transformers', 'war', 'sciencefiction', 'action', 'adventure', 'egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger', 'shialabeouf', 'meganfox', 'joshduhamel', 'michaelbay', 'transformersrevengeofthefallen']",3
91314,Transformers: Age of Extinction,"['humanity', 'picks', 'pieces', 'following', 'conclusion', 'transformers', 'dark', 'moon', 'autobots', 'decepticons', 'vanished', 'face', 'planet', 'however', 'group', 'powerful', 'ingenious', 'businessman', 'scientists', 'attempt', 'learn', 'past', 'transformer', 'incursions', 'push', 'boundaries', 'technology', 'beyond', 'control', 'ancient', 'powerful', 'transformer', 'menace', 'sets', 'earth', 'crosshairs', 'sciencefiction', 'action', 'adventure', 'sequel', 'alien', 'transformers', 'giantrobot', 'robot', 'imax', 'transformingrobot', 'markwahlberg', 'stanleytucci', 'kelseygrammer', 'michaelbay', 'transformersageofextinction']",3
68728,Oz: The Great and Powerful,"['oscar', 'diggs', 'smalltime', 'circus', 'illusionist', 'conartist', 'whisked', 'kansas', 'land', 'oz', 'inhabitants', 'assume', 'hes', 'great', 'wizard', 'prophecy', 'save', 'oz', 'clutches', 'evil', 'fantasy', 'adventure', 'family', 'circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magictrick', 'wizard', '3d', 'jamesfranco', 'milakunis', 'rachelweisz', 'samraimi', 'ozthegreatandpowerful']",3
102382,The Amazing Spider-Man 2,"['peter', 'parker', 'life', 'busy', 'taking', 'bad', 'guys', 'spiderman', 'spending', 'time', 'person', 'loves', 'gwen', 'stacy', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough', 'peter', 'forgotten', 'promise', 'made', 'gwens', 'father', 'protect', 'staying', 'away', 'promise', 'cannot', 'keep', 'things', 'change', 'peter', 'new', 'villain', 'electro', 'emerges', 'old', 'friend', 'harry', 'osborn', 'returns', 'peter', 'uncovers', 'new', 'clues', 'past', 'action', 'adventure', 'fantasy', 'obsession', 'marvelcomic', 'sequel', 'basedoncomicbook', 'electrocution', 'medicalexperiment', 'electricity', 'superpowers', 'andrewgarfield', 'emmastone', 'jamiefoxx', 'marcwebb', 'theamazingspiderman', '2']",3
20526,TRON: Legacy,"['sam', 'flynn', 'techsavvy', 'daring', 'son', 'kevin', 'flynn', 'investigates', 'fathers', 'disappearance', 'pulled', 'grid', 'help', 'mysterious', 'program', 'named', 'quorra', 'sam', 'quests', 'stop', 'evil', 'dictator', 'clu', 'crossing', 'real', 'world', 'adventure', 'action', 'sciencefiction', 'artificialintelligence', 'secretidentity', 'computerprogram', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neonlight', 'autocracy', 'garretthedlund', 'jeffbridges', 'oliviawilde', 'josephkosinski', 'tronlegacy']",3
49013,Cars 2,"['star', 'race', 'car', 'lightning', 'mcqueen', 'pal', 'mater', 'head', 'overseas', 'compete', 'world', 'grand', 'prix', 'race', 'road', 'championship', 'becomes', 'rocky', 'mater', 'gets', 'caught', 'intriguing', 'adventure', 'international', 'espionage', 'animation', 'family', 'adventure', 'comedy', 'carrace', 'sequel', 'comedy', 'anthropomorphism', 'bestfriend', 'duringcreditsstinger', 'owenwilson', 'larrythecableguy', 'michaelcaine', 'johnlasseter', 'cars', '2']",3
